client_id,segment,age,income,region,channel,card_type,credit_limit,issue_date,activated,activation_days
CLT00479,Массовый,44,1211.09,Гомельская область,Мобильное приложение,Классическая,4681.52,2023-11-02,0,
CLT00480,Массовый,24,2452.84,Гродненская область,Интернет-банк,Классическая,9367.34,2023-05-09,1,16.0
CLT00481,Массовый,32,2099.44,Минская область,Мобильное приложение,Классическая,11662.35,2023-06-10,0,
CLT00482,Массовый+,43,4571.45,Минск,Мобильное приложение,Золотая,15689.62,2023-09-07,1,25.0
CLT00483,Массовый+,33,2549.27,Гродненская область,Мобильное приложение,Золотая,13426.36,2023-02-18,1,6.0
CLT00484,Массовый,45,1945.21,Брестская область,Мобильное приложение,Классическая,6992.64,2023-07-21,0,
CLT00485,Массовый,44,1118.68,Гродненская область,Мобильное приложение,Классическая,4044.7,2023-02-15,1,3.0
CLT00486,Массовый,22,2010.87,Минск,Мобильное приложение,Классическая,4513.46,2024-04-14,1,1.0
CLT00487,Массовый,28,2175.02,Брестская область,Мобильное приложение,Классическая,5737.3,2024-03-22,0,
CLT00488,Массовый,40,1952.9,Брестская область,Партнёр,Классическая,7460.68,2024-05-16,0,
CLT00489,Массовый+,51,5685.31,Брестская область,Мобильное приложение,Золотая,26063.93,2024-01-08,1,23.0
CLT00490,Массовый,31,1003.54,Брестская область,Интернет-банк,Классическая,4961.25,2023-11-26,0,
CLT00491,Массовый+,48,5913.36,Минская область,Мобильное приложение,Классическая,12434.29,2023-11-16,1,13.0
CLT00492,Массовый,45,1942.87,Гродненская область,Интернет-банк,Классическая,9070.62,2023-05-14,1,19.0
CLT00493,Массовый,42,1430.96,Гродненская область,Интернет-банк,Классическая,5717.12,2023-04-26,1,18.0
CLT00494,Массовый,38,2348.33,Гродненская область,Партнёр,Классическая,8230.3,2024-01-27,0,
CLT00495,Массовый,28,2315.34,Минск,Мобильное приложение,Классическая,12540.32,2024-05-14,0,
CLT00496,Массовый,21,818.14,Брестская область,Мобильное приложение,Классическая,2757.27,2023-08-17,0,
CLT00497,Массовый,44,1800.43,Гомельская область,Отделение,Классическая,8721.51,2023-02-15,1,25.0
CLT00498,Массовый,21,869.08,Гродненская область,Мобильное приложение,Классическая,2790.99,2024-05-01,0,
CLT00499,Массовый,37,2396.66,Минск,Мобильное приложение,Классическая,12341.06,2024-05-02,1,30.0
CLT00500,Массовый,27,1662.59,Минская область,Интернет-банк,Классическая,9833.01,2023-08-12,1,7.0
CLT00501,Массовый,23,2406.75,Минск,Интернет-банк,Классическая,5215.51,2024-01-14,0,
CLT00502,Массовый,37,2487.29,Минск,Отделение,Классическая,11255.56,2023-11-06,1,29.0
CLT00503,Массовый+,30,5064.51,Витебская область,Мобильное приложение,Золотая,26370.98,2023-02-06,0,
CLT00504,Массовый,38,985.67,Гомельская область,Интернет-банк,Классическая,3979.84,2023-04-12,1,25.0
CLT00505,Массовый+,41,4684.71,Минск,Мобильное приложение,Классическая,21186.96,2023-03-07,1,26.0
CLT00506,Массовый,29,1313.06,Минск,Мобильное приложение,Классическая,6293.75,2024-02-04,0,
CLT00507,Премиум,31,19549.19,Минская область,Отделение,Платиновая,48075.29,2024-01-02,0,
CLT00508,Массовый,33,1031.23,Брестская область,Мобильное приложение,Классическая,5047.47,2024-02-29,0,
CLT00509,Премиум,40,12867.51,Брестская область,Отделение,Платиновая,58068.48,2023-04-15,0,
CLT00510,Массовый+,50,5538.39,Гродненская область,Отделение,Классическая,11270.66,2023-08-16,0,
CLT00511,Массовый,30,1111.51,Гомельская область,Интернет-банк,Классическая,2447.27,2023-10-11,0,
CLT00512,Массовый+,54,2967.3,Гродненская область,Мобильное приложение,Классическая,15361.13,2023-05-03,1,18.0
CLT00513,Private,44,22270.66,Брестская область,Отделение,Платиновая,107576.25,2024-06-26,1,9.0
CLT00514,Массовый,32,2336.27,Минск,Мобильное приложение,Классическая,7976.82,2023-09-14,0,
CLT00515,Премиум,39,14062.12,Минск,Интернет-банк,Платиновая,60946.79,2023-05-14,1,21.0
CLT00516,Массовый+,34,3416.21,Минск,Интернет-банк,Классическая,14613.85,2024-02-13,1,21.0
CLT00517,Массовый,39,1082.31,Минская область,Мобильное приложение,Классическая,4220.8,2024-01-09,0,
CLT00518,Массовый+,33,5911.45,Гомельская область,Отделение,Классическая,31495.58,2024-04-22,1,4.0
CLT00519,Массовый+,28,4601.23,Брестская область,Мобильное приложение,Золотая,26364.07,2023-01-25,0,
CLT00520,Массовый,22,2459.01,Минская область,Мобильное приложение,Классическая,9180.17,2023-07-10,0,
CLT00521,Премиум,35,7739.38,Брестская область,Мобильное приложение,Золотая,42056.3,2023-09-08,1,3.0
CLT00522,Премиум,35,19271.09,Минск,Интернет-банк,Золотая,74996.73,2023-12-18,0,
CLT00523,Массовый,29,1644.45,Гродненская область,Мобильное приложение,Классическая,7416.51,2023-11-29,0,
CLT00524,Премиум,48,14714.33,Минск,Интернет-банк,Платиновая,41546.45,2023-08-31,1,5.0
CLT00525,Массовый,45,2085.79,Минская область,Интернет-банк,Классическая,6573.62,2023-11-06,1,16.0
CLT00526,Массовый,24,805.69,Витебская область,Отделение,Классическая,4288.06,2024-03-13,0,
CLT00527,Массовый,40,2336.03,Минская область,Мобильное приложение,Классическая,13170.37,2023-04-13,0,
CLT00528,Массовый+,28,5147.22,Минск,Отделение,Золотая,23163.0,2023-01-15,1,8.0
CLT00529,Массовый+,53,2813.16,Брестская область,Мобильное приложение,Классическая,15440.29,2023-09-24,0,
CLT00530,Массовый+,45,3987.01,Витебская область,Мобильное приложение,Классическая,9301.25,2024-03-25,1,27.0
CLT00531,Премиум,47,9881.97,Гродненская область,Мобильное приложение,Платиновая,56043.72,2023-04-21,1,5.0
CLT00532,Премиум,35,11095.54,Витебская область,Интернет-банк,Платиновая,49110.27,2024-01-03,1,20.0
CLT00533,Массовый,25,825.94,Минская область,Отделение,Классическая,4668.11,2023-02-06,0,
CLT00534,Премиум,41,7969.67,Брестская область,Мобильное приложение,Платиновая,35844.37,2023-09-07,1,5.0
CLT00535,Премиум,56,16521.74,Минск,Партнёр,Золотая,43923.06,2023-09-06,0,
CLT00536,Массовый,18,2113.78,Гродненская область,Мобильное приложение,Классическая,11840.15,2024-04-30,0,
CLT00537,Массовый,43,828.16,Гомельская область,Партнёр,Классическая,4053.84,2023-09-23,1,18.0
CLT00538,Массовый,22,1077.12,Минская область,Отделение,Классическая,5552.16,2023-08-12,0,
CLT00539,Премиум,57,11915.99,Минск,Мобильное приложение,Золотая,51052.23,2023-07-21,1,5.0
CLT00540,Массовый,34,1773.5,Минская область,Мобильное приложение,Классическая,8604.0,2023-10-19,0,
CLT00541,Массовый+,31,3658.72,Брестская область,Мобильное приложение,Золотая,12317.65,2023-04-19,1,2.0
CLT00542,Премиум,50,13972.04,Брестская область,Интернет-банк,Золотая,29072.44,2023-03-26,0,
CLT00543,Массовый,21,924.01,Минск,Мобильное приложение,Классическая,4526.1,2023-09-09,1,5.0
CLT00544,Массовый+,53,3537.67,Брестская область,Мобильное приложение,Золотая,17461.14,2023-04-11,1,9.0
CLT00545,Массовый,18,1784.14,Минская область,Интернет-банк,Классическая,6161.53,2024-02-06,1,25.0
CLT00546,Массовый+,25,5465.73,Гродненская область,Интернет-банк,Классическая,12364.85,2024-05-06,0,
CLT00547,Массовый,25,1813.7,Гродненская область,Мобильное приложение,Классическая,4475.89,2023-07-29,1,21.0
CLT00548,Массовый+,35,3880.08,Брестская область,Отделение,Золотая,15962.01,2024-05-21,1,19.0
CLT00549,Массовый+,53,5629.85,Минская область,Интернет-банк,Классическая,26302.67,2024-06-28,1,12.0
CLT00550,Массовый,28,1453.45,Брестская область,Партнёр,Классическая,4759.58,2023-01-03,1,15.0
CLT00551,Премиум,56,12721.61,Минск,Интернет-банк,Золотая,46940.17,2024-06-14,0,
CLT00552,Массовый,20,1517.5,Минская область,Мобильное приложение,Классическая,8239.17,2023-06-06,1,9.0
CLT00553,Массовый,38,1990.26,Гомельская область,Мобильное приложение,Классическая,8373.83,2024-04-27,0,
CLT00554,Массовый,42,1460.19,Минск,Отделение,Классическая,5045.62,2023-02-07,0,
CLT00555,Массовый,43,2475.26,Минск,Мобильное приложение,Классическая,4999.29,2024-02-15,1,12.0
CLT00556,Массовый+,40,5809.86,Минск,Партнёр,Золотая,18033.13,2023-07-14,0,
CLT00557,Массовый,36,1767.76,Минск,Мобильное приложение,Классическая,5203.27,2024-05-05,0,
CLT00558,Массовый,45,1305.44,Витебская область,Мобильное приложение,Классическая,6180.79,2023-01-07,1,11.0
CLT00559,Private,50,68066.73,Минск,Интернет-банк,Привилегия,352778.83,2023-03-31,1,16.0
CLT00560,Премиум,57,15754.62,Минская область,Мобильное приложение,Платиновая,67660.55,2024-03-06,1,6.0
CLT00561,Массовый+,32,4035.96,Гродненская область,Партнёр,Золотая,22834.2,2024-05-25,1,15.0
CLT00562,Массовый,28,2420.7,Минская область,Мобильное приложение,Классическая,6329.88,2023-03-23,0,
CLT00563,Массовый+,46,3227.0,Гродненская область,Партнёр,Золотая,16136.34,2023-02-03,1,3.0
CLT00564,Массовый,19,1709.82,Гомельская область,Интернет-банк,Классическая,7000.78,2023-02-02,1,9.0
CLT00565,Массовый+,40,3545.66,Минск,Отделение,Золотая,10899.89,2023-01-11,1,5.0
CLT00566,Массовый+,42,4467.61,Минск,Мобильное приложение,Классическая,10947.38,2023-08-20,1,14.0
CLT00567,Массовый+,38,3422.1,Минск,Интернет-банк,Классическая,14459.07,2023-02-01,0,
CLT00568,Массовый+,37,2737.55,Минск,Отделение,Золотая,6864.29,2023-06-03,0,
CLT00569,Массовый,35,2407.65,Гродненская область,Интернет-банк,Классическая,13614.43,2023-10-16,0,
CLT00570,Массовый,30,1271.93,Витебская область,Партнёр,Классическая,7097.91,2023-06-10,0,
CLT00571,Массовый,41,1781.77,Витебская область,Интернет-банк,Классическая,3861.19,2024-02-22,1,30.0
CLT00572,Массовый,19,1064.28,Минск,Мобильное приложение,Классическая,6042.1,2023-03-17,0,
CLT00573,Массовый,42,919.12,Могилёвская область,Отделение,Классическая,4325.34,2023-08-28,0,
CLT00574,Массовый+,52,5885.93,Витебская область,Мобильное приложение,Золотая,29857.03,2023-05-16,0,
CLT00575,Массовый+,33,3789.15,Минская область,Отделение,Золотая,20523.23,2023-02-26,0,
CLT00576,Массовый+,35,5163.65,Гродненская область,Мобильное приложение,Классическая,22977.32,2023-06-08,0,
CLT00577,Премиум,51,7734.32,Гродненская область,Мобильное приложение,Золотая,40493.87,2023-08-01,1,5.0
CLT00578,Массовый,36,1092.44,Гомельская область,Интернет-банк,Классическая,3901.18,2023-01-08,0,
CLT00579,Массовый,45,1910.18,Минск,Интернет-банк,Классическая,5583.91,2023-04-08,1,16.0
CLT00580,Массовый,29,1163.83,Минская область,Мобильное приложение,Классическая,2456.84,2024-01-05,1,1.0
CLT00581,Массовый+,27,5317.9,Минск,Мобильное приложение,Классическая,29265.34,2023-12-29,1,19.0
CLT00582,Массовый+,29,5972.27,Минская область,Отделение,Золотая,27330.48,2023-01-12,0,
CLT00583,Массовый+,44,4401.54,Гродненская область,Мобильное приложение,Классическая,15267.12,2023-10-28,1,21.0
CLT00584,Массовый+,50,3992.74,Минская область,Отделение,Золотая,10645.95,2023-04-27,1,30.0
CLT00585,Массовый,32,2192.74,Минск,Отделение,Классическая,10586.65,2023-10-05,0,
CLT00586,Массовый,23,1221.27,Витебская область,Интернет-банк,Классическая,5874.57,2023-09-02,0,
CLT00587,Премиум,51,10364.73,Брестская область,Мобильное приложение,Платиновая,51993.07,2023-01-08,1,28.0
CLT00588,Массовый,30,2254.64,Минск,Интернет-банк,Классическая,13167.22,2023-10-09,0,
CLT00589,Private,61,76434.4,Брестская область,Отделение,Платиновая,190927.2,2023-04-12,1,18.0
CLT00590,Премиум,34,15987.53,Минск,Мобильное приложение,Платиновая,46881.43,2023-10-10,1,16.0
CLT00591,Премиум,59,15423.99,Витебская область,Отделение,Золотая,84575.11,2023-12-02,1,25.0
CLT00592,Массовый,43,1709.15,Минск,Интернет-банк,Классическая,6910.88,2023-12-07,1,21.0
CLT00593,Массовый,24,1242.82,Минск,Мобильное приложение,Классическая,2853.8,2024-05-18,0,
CLT00594,Массовый,36,1804.59,Минск,Интернет-банк,Классическая,7450.64,2023-11-09,0,
CLT00595,Массовый+,43,2972.05,Минск,Интернет-банк,Золотая,12788.18,2024-05-14,1,19.0
CLT00596,Массовый+,34,3352.34,Минск,Отделение,Золотая,10743.67,2023-01-22,1,30.0
CLT00597,Массовый,36,1232.69,Витебская область,Мобильное приложение,Классическая,6018.52,2023-03-20,1,8.0
CLT00598,Массовый,20,2119.09,Минск,Интернет-банк,Классическая,6045.82,2023-02-09,0,
CLT00599,Массовый,18,2429.44,Брестская область,Мобильное приложение,Классическая,7824.63,2023-06-08,0,
CLT00600,Премиум,49,9893.78,Минск,Интернет-банк,Платиновая,37967.48,2023-11-14,1,16.0
CLT00601,Массовый,20,2290.9,Брестская область,Мобильное приложение,Классическая,9177.96,2023-11-28,1,27.0
CLT00602,Массовый+,31,3544.56,Гродненская область,Интернет-банк,Классическая,11704.98,2023-03-28,1,16.0
CLT00603,Массовый+,34,5193.11,Минск,Мобильное приложение,Золотая,20926.18,2023-05-04,1,17.0
CLT00604,Массовый,35,1309.72,Гомельская область,Интернет-банк,Классическая,5653.18,2023-05-24,0,
CLT00605,Массовый+,48,3227.47,Минская область,Мобильное приложение,Классическая,9131.09,2023-12-09,1,26.0
CLT00606,Премиум,46,17292.85,Брестская область,Мобильное приложение,Золотая,63841.26,2023-12-07,0,
CLT00607,Массовый+,32,5261.46,Гомельская область,Мобильное приложение,Классическая,14875.92,2023-06-16,0,
CLT00608,Премиум,30,15837.08,Минск,Мобильное приложение,Золотая,69327.27,2023-06-09,1,7.0
CLT00609,Массовый,40,1368.04,Гомельская область,Интернет-банк,Классическая,5262.17,2024-04-21,1,19.0
CLT00610,Массовый,45,1186.17,Гомельская область,Интернет-банк,Классическая,4988.94,2024-05-16,1,27.0
CLT00611,Массовый,35,1284.78,Минск,Интернет-банк,Классическая,6747.91,2023-12-29,1,26.0
CLT00612,Private,51,48339.35,Минская область,Мобильное приложение,Привилегия,97613.44,2023-01-08,1,21.0
CLT00613,Массовый+,41,2977.09,Минск,Партнёр,Золотая,16085.34,2024-04-27,1,20.0
CLT00614,Массовый+,25,3391.77,Брестская область,Партнёр,Золотая,16474.5,2023-07-24,0,
CLT00615,Массовый,40,2123.09,Гродненская область,Отделение,Классическая,11813.06,2023-12-15,1,23.0
CLT00616,Массовый,22,2368.32,Минск,Мобильное приложение,Классическая,11555.07,2023-12-01,0,
CLT00617,Массовый+,40,3896.3,Минск,Отделение,Классическая,11775.08,2023-06-20,1,20.0
CLT00618,Массовый,44,1458.21,Минск,Мобильное приложение,Классическая,3974.38,2024-03-29,0,
CLT00619,Массовый,32,2248.22,Гродненская область,Мобильное приложение,Классическая,11847.51,2024-02-24,1,16.0
CLT00620,Массовый,28,1109.56,Минская область,Интернет-банк,Классическая,4613.3,2023-03-30,0,
CLT00621,Массовый,25,2498.12,Минская область,Интернет-банк,Классическая,5736.91,2023-07-31,0,
CLT00622,Массовый,24,946.26,Минская область,Отделение,Классическая,4076.8,2023-03-04,1,1.0
CLT00623,Массовый,28,1521.27,Витебская область,Отделение,Классическая,6457.34,2024-02-10,1,19.0
CLT00624,Массовый,19,1774.82,Витебская область,Интернет-банк,Классическая,4144.41,2024-04-05,0,
CLT00625,Премиум,40,16475.6,Минск,Отделение,Золотая,74222.57,2023-06-23,1,7.0
CLT00626,Private,55,92301.94,Гродненская область,Интернет-банк,Платиновая,541219.63,2024-04-01,0,
CLT00627,Массовый+,42,3382.6,Гродненская область,Мобильное приложение,Классическая,17285.92,2023-04-19,0,
CLT00628,Массовый,34,1497.44,Минская область,Отделение,Классическая,5978.5,2023-04-23,1,18.0
CLT00629,Массовый+,41,2889.04,Минск,Мобильное приложение,Золотая,12198.83,2023-07-03,0,
CLT00630,Массовый+,37,2794.64,Брестская область,Интернет-банк,Классическая,8328.72,2023-10-18,0,
CLT00631,Массовый,42,2085.46,Брестская область,Интернет-банк,Классическая,6899.77,2024-05-30,1,11.0
CLT00632,Массовый,44,1954.94,Брестская область,Отделение,Классическая,8599.67,2024-02-20,0,
CLT00633,Массовый+,54,4654.25,Минская область,Мобильное приложение,Классическая,19795.28,2023-03-10,1,8.0
CLT00634,Массовый+,49,4003.04,Минск,Партнёр,Классическая,13694.75,2023-11-17,1,19.0
CLT00635,Массовый+,45,5047.42,Могилёвская область,Мобильное приложение,Классическая,16175.51,2023-01-23,0,
CLT00636,Массовый,30,1895.54,Брестская область,Интернет-банк,Классическая,10452.66,2023-03-29,1,22.0
CLT00637,Массовый,44,1370.07,Брестская область,Интернет-банк,Классическая,7376.49,2024-05-23,1,3.0
CLT00638,Массовый,32,2213.09,Минск,Партнёр,Классическая,5189.18,2024-06-29,1,5.0
CLT00639,Премиум,56,6755.95,Витебская область,Мобильное приложение,Платиновая,26542.72,2024-04-23,1,2.0
CLT00640,Массовый,22,900.93,Минск,Мобильное приложение,Классическая,4125.09,2024-02-03,1,24.0
CLT00641,Массовый,45,1792.36,Гродненская область,Мобильное приложение,Классическая,5455.84,2023-07-24,1,11.0
CLT00642,Массовый,41,1114.67,Витебская область,Мобильное приложение,Классическая,2700.51,2023-04-08,0,
CLT00643,Массовый+,44,5408.6,Гомельская область,Интернет-банк,Золотая,23082.79,2024-02-21,1,24.0
CLT00644,Массовый,33,2256.83,Минская область,Интернет-банк,Классическая,4831.51,2023-06-15,0,
CLT00645,Массовый,39,1109.8,Брестская область,Интернет-банк,Классическая,3044.49,2023-11-11,0,
CLT00646,Массовый,32,1871.52,Минск,Отделение,Классическая,10350.26,2023-12-05,0,
CLT00647,Массовый,26,1925.02,Минск,Мобильное приложение,Классическая,4160.62,2023-05-31,0,
CLT00648,Массовый,39,1144.04,Гродненская область,Интернет-банк,Классическая,6196.62,2023-10-29,1,7.0
CLT00649,Массовый+,31,3287.21,Минская область,Интернет-банк,Золотая,16699.66,2024-01-08,1,29.0
CLT00650,Массовый+,51,2969.87,Минская область,Мобильное приложение,Золотая,9612.67,2023-06-01,0,
CLT00651,Премиум,52,18510.52,Брестская область,Мобильное приложение,Платиновая,97329.97,2023-01-02,1,28.0
CLT00652,Массовый,37,1488.29,Витебская область,Интернет-банк,Классическая,6565.87,2024-05-28,0,
CLT00653,Массовый,36,2271.01,Гродненская область,Мобильное приложение,Классическая,5670.54,2023-01-29,0,
CLT00654,Массовый,36,1465.23,Гомельская область,Отделение,Классическая,3108.96,2023-08-11,1,17.0
CLT00655,Массовый,20,909.71,Минск,Отделение,Классическая,2159.09,2023-12-24,0,
CLT00656,Массовый+,41,5754.32,Брестская область,Мобильное приложение,Классическая,20456.45,2023-06-03,1,23.0
CLT00657,Массовый,21,1235.4,Могилёвская область,Интернет-банк,Классическая,5718.85,2024-04-15,1,30.0
CLT00658,Массовый,39,1312.92,Витебская область,Мобильное приложение,Классическая,6817.58,2024-06-19,1,24.0
CLT00659,Private,49,45252.14,Минск,Интернет-банк,Привилегия,148528.86,2023-08-29,1,3.0
CLT00660,Массовый+,49,3749.04,Могилёвская область,Мобильное приложение,Классическая,19721.1,2023-03-22,0,
CLT00661,Массовый+,29,4895.5,Минская область,Интернет-банк,Золотая,24607.95,2023-06-09,1,7.0
CLT00662,Премиум,40,10859.43,Минск,Интернет-банк,Платиновая,24587.19,2023-11-02,0,
CLT00663,Массовый,39,2023.76,Минск,Интернет-банк,Классическая,7780.35,2023-03-16,1,4.0
CLT00664,Массовый,41,1587.27,Гродненская область,Интернет-банк,Классическая,9361.2,2023-03-20,0,
CLT00665,Массовый,37,1226.26,Минская область,Партнёр,Классическая,2691.02,2023-04-16,1,10.0
CLT00666,Премиум,42,14909.8,Витебская область,Мобильное приложение,Платиновая,35734.28,2023-10-04,0,
CLT00667,Массовый,24,1771.18,Минск,Мобильное приложение,Классическая,10426.25,2024-04-30,0,
CLT00668,Массовый,22,2459.65,Минск,Мобильное приложение,Классическая,7480.67,2024-02-25,0,
CLT00669,Массовый,21,1819.86,Гродненская область,Мобильное приложение,Классическая,8921.3,2023-03-29,0,
CLT00670,Массовый,37,1622.59,Могилёвская область,Мобильное приложение,Классическая,8208.03,2024-05-28,1,11.0
CLT00671,Private,49,38980.41,Минск,Мобильное приложение,Привилегия,179855.94,2024-04-08,1,24.0
CLT00672,Массовый+,29,5482.63,Гродненская область,Мобильное приложение,Золотая,28086.56,2023-11-13,0,
CLT00673,Массовый,30,1619.37,Минская область,Интернет-банк,Классическая,7775.27,2024-03-18,1,16.0
CLT00674,Премиум,39,15637.76,Минск,Интернет-банк,Золотая,57494.66,2024-05-27,0,
CLT00675,Массовый,33,1377.9,Гродненская область,Мобильное приложение,Классическая,4792.48,2023-04-29,0,
CLT00676,Массовый,39,2282.59,Минская область,Интернет-банк,Классическая,4747.66,2023-02-24,1,23.0
CLT00677,Массовый,32,1075.04,Минская область,Интернет-банк,Классическая,2728.75,2023-01-02,1,3.0
CLT00678,Массовый,40,1833.13,Гродненская область,Мобильное приложение,Классическая,3772.72,2023-04-16,0,
CLT00679,Массовый,25,1986.02,Минская область,Интернет-банк,Классическая,10127.55,2023-10-22,1,15.0
CLT00680,Массовый+,48,4152.21,Витебская область,Интернет-банк,Классическая,13562.0,2023-10-10,1,21.0
CLT00681,Массовый,31,1863.67,Минск,Мобильное приложение,Классическая,4346.29,2023-05-08,1,28.0
CLT00682,Массовый,40,1555.17,Минская область,Мобильное приложение,Классическая,5846.26,2024-05-29,1,11.0
CLT00683,Массовый,28,1209.62,Витебская область,Мобильное приложение,Классическая,4632.01,2023-08-18,0,
CLT00684,Массовый,29,2384.41,Гродненская область,Интернет-банк,Классическая,14003.9,2024-02-06,1,5.0
CLT00685,Массовый,31,2115.13,Гродненская область,Мобильное приложение,Классическая,6608.18,2023-06-09,1,17.0
CLT00686,Премиум,46,13876.73,Минск,Отделение,Платиновая,56774.74,2024-05-14,1,19.0
CLT00687,Массовый,18,1353.26,Брестская область,Интернет-банк,Классическая,5896.21,2023-12-10,0,
CLT00688,Массовый+,30,5854.13,Витебская область,Партнёр,Золотая,34493.62,2023-01-17,1,22.0
CLT00689,Массовый+,46,5490.33,Минская область,Отделение,Золотая,28330.93,2023-01-08,1,10.0
CLT00690,Премиум,38,12833.6,Минская область,Интернет-банк,Платиновая,26058.76,2023-03-06,1,9.0
CLT00691,Массовый,40,2491.08,Витебская область,Интернет-банк,Классическая,13731.7,2023-12-20,0,
CLT00692,Массовый,41,1155.19,Минск,Мобильное приложение,Классическая,5236.03,2024-03-10,1,13.0
CLT00693,Массовый,25,2488.61,Брестская область,Интернет-банк,Классическая,5343.69,2023-04-14,0,
CLT00694,Массовый+,40,4759.79,Минская область,Интернет-банк,Классическая,10643.11,2023-11-16,0,
CLT00695,Премиум,50,11723.14,Минская область,Мобильное приложение,Платиновая,63590.02,2023-04-13,1,4.0
CLT00696,Массовый,36,2330.06,Минск,Интернет-банк,Классическая,10077.14,2023-10-21,1,19.0
CLT00697,Массовый+,26,3229.52,Брестская область,Мобильное приложение,Золотая,17602.38,2023-02-15,1,6.0
CLT00698,Массовый+,50,5325.56,Минская область,Мобильное приложение,Классическая,29486.64,2024-03-13,1,29.0
CLT00699,Премиум,59,15129.03,Минская область,Отделение,Платиновая,78136.78,2024-06-07,1,27.0
CLT00700,Массовый,32,2233.74,Минская область,Отделение,Классическая,5564.59,2023-07-25,0,
CLT00701,Премиум,58,7280.5,Минск,Мобильное приложение,Золотая,29555.7,2023-05-18,1,9.0
CLT00702,Массовый+,48,2954.5,Брестская область,Мобильное приложение,Классическая,16254.87,2024-06-25,0,
CLT00703,Премиум,46,17628.42,Брестская область,Мобильное приложение,Платиновая,69458.5,2023-12-19,1,8.0
CLT00704,Массовый,27,1422.92,Минск,Мобильное приложение,Классическая,7717.27,2023-11-04,1,18.0
CLT00705,Массовый+,39,3303.39,Витебская область,Мобильное приложение,Золотая,14333.15,2024-01-24,1,3.0
CLT00706,Массовый,26,837.67,Минск,Мобильное приложение,Классическая,3797.05,2023-09-30,0,
CLT00707,Массовый,29,2396.69,Минск,Мобильное приложение,Классическая,5296.26,2023-01-07,0,
CLT00708,Массовый,22,1614.81,Минск,Мобильное приложение,Классическая,4999.7,2023-08-15,1,26.0
CLT00709,Массовый+,27,5911.06,Минск,Мобильное приложение,Классическая,21927.59,2024-02-13,1,5.0
CLT00710,Массовый,43,1519.83,Минская область,Отделение,Классическая,8881.03,2024-06-19,0,
CLT00711,Private,59,51734.81,Минск,Мобильное приложение,Привилегия,123329.59,2023-11-25,1,1.0
CLT00712,Массовый,39,2013.14,Гомельская область,Партнёр,Классическая,6118.12,2024-02-20,1,21.0
CLT00713,Массовый,22,2275.8,Минская область,Интернет-банк,Классическая,9149.72,2023-02-04,0,
CLT00714,Массовый+,50,5000.38,Витебская область,Интернет-банк,Золотая,17021.83,2023-03-21,0,
CLT00715,Private,43,66266.29,Брестская область,Мобильное приложение,Платиновая,191014.1,2023-06-17,1,4.0
CLT00716,Private,46,75421.57,Минск,Мобильное приложение,Привилегия,440188.07,2023-07-16,1,18.0
CLT00717,Массовый+,33,3842.17,Минская область,Интернет-банк,Золотая,19192.18,2024-04-29,0,
CLT00718,Массовый+,51,3340.08,Минская область,Интернет-банк,Классическая,10517.5,2023-05-17,0,
CLT00719,Массовый+,27,5934.83,Минская область,Мобильное приложение,Золотая,21911.88,2024-02-10,0,
CLT00720,Массовый+,55,2832.93,Брестская область,Мобильное приложение,Золотая,16699.2,2023-11-30,1,8.0
CLT00721,Массовый,41,1506.14,Минская область,Мобильное приложение,Классическая,5482.28,2024-06-18,0,
CLT00722,Массовый,40,1853.58,Минская область,Отделение,Классическая,7784.72,2023-06-03,0,
CLT00723,Массовый,31,2012.29,Витебская область,Отделение,Классическая,7996.61,2023-12-04,0,
CLT00724,Массовый,25,1737.85,Минск,Отделение,Классическая,4426.83,2024-05-04,0,
CLT00725,Массовый,38,1918.63,Гродненская область,Мобильное приложение,Классическая,10370.74,2023-06-18,1,28.0
CLT00726,Массовый,20,2499.19,Гомельская область,Партнёр,Классическая,6675.47,2023-08-14,1,14.0
CLT00727,Массовый,30,1499.62,Минская область,Партнёр,Классическая,6879.02,2023-01-31,0,
CLT00728,Массовый,21,986.09,Минская область,Мобильное приложение,Классическая,2576.22,2023-10-05,0,
CLT00729,Массовый+,41,3577.74,Минская область,Интернет-банк,Золотая,18529.38,2023-01-18,0,
CLT00730,Премиум,44,16833.01,Витебская область,Мобильное приложение,Золотая,35063.13,2023-06-08,1,27.0
CLT00731,Массовый,35,2231.69,Минская область,Партнёр,Классическая,5276.75,2023-08-16,1,17.0
CLT00732,Массовый,44,1718.13,Могилёвская область,Мобильное приложение,Классическая,6805.46,2024-04-02,1,2.0
CLT00733,Массовый,39,2386.86,Минск,Мобильное приложение,Классическая,5153.25,2024-05-10,1,25.0
CLT00734,Массовый,21,1764.98,Минск,Мобильное приложение,Классическая,7484.7,2023-05-06,0,
CLT00735,Массовый,20,1920.53,Минск,Мобильное приложение,Классическая,10859.75,2024-06-16,1,20.0
CLT00736,Массовый,38,2153.74,Брестская область,Мобильное приложение,Классическая,11109.75,2023-08-21,0,
CLT00737,Массовый,27,2309.15,Гродненская область,Интернет-банк,Классическая,5762.62,2024-03-26,0,
CLT00738,Массовый,24,2215.35,Гомельская область,Интернет-банк,Классическая,9304.4,2023-12-18,0,
CLT00739,Массовый+,45,4955.83,Минск,Интернет-банк,Классическая,21750.22,2024-06-19,1,18.0
CLT00740,Массовый+,43,2830.36,Минск,Мобильное приложение,Золотая,6909.04,2023-07-29,1,27.0
